發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
101,5,4,4,25,2,01大同區,大同區民權西路與重慶北路口重慶北路 民權西路,0,1,1,C03,1,65,2,6,50,14,9
101,5,4,4,25,2,01大同區,大同區民權西路與重慶北路口重慶北路 民權西路,0,1,2,G06,1,,3,6,50,14,9
101,5,7,8,15,2,01大同區,大同區民權西路與延平北路口延平北路 民權西路,0,1,1,F01,1,70,3,8,50,5,4
101,5,7,8,15,2,01大同區,大同區民權西路與延平北路口延平北路 民權西路,0,1,2,C03,1,43,3,8,50,5,4
101,5,7,8,15,2,01大同區,大同區民權西路與延平北路口延平北路 民權西路,0,1,3,H02,2,43,2,8,50,5,4
101,5,10,10,20,2,01大同區,大同區民生西路94號,0,2,1,B01,1,63,2,7,50,14,9
101,5,10,10,20,2,01大同區,大同區民生西路94號,0,2,2,B12,1,26,2,7,50,14,9
101,5,10,10,20,2,01大同區,大同區民生西路94號,0,2,3,B03,1,,4,7,50,14,9
101,5,27,20,30,2,01大同區,大同區延平北路2段延平北路2段 36巷口,0,1,1,B03,1,45,3,7,50,3,1
101,5,27,20,30,2,01大同區,大同區延平北路2段延平北路2段 36巷口,0,1,2,C03,1,22,2,7,50,3,1
101,5,29,15,55,2,01大同區,大同區民權西路與蘭州街口民權西路 蘭州街,0,1,1,C03,1,42,4,8,50,4,1
101,5,29,15,55,2,01大同區,大同區民權西路與蘭州街口民權西路 蘭州街,0,1,2,C03,1,52,3,8,50,4,1
101,5,29,15,55,2,01大同區,大同區民權西路與蘭州街口民權西路 蘭州街,0,1,3,C03,1,42,2,8,50,4,1
101,5,29,15,55,2,01大同區,大同區民權西路與蘭州街口民權西路 蘭州街,0,1,4,C03,2,47,4,8,50,4,1
101,6,6,20,45,2,01大同區,大同區環河北路與堤外便道口環河北路堤外便道,0,1,1,C03,1,58,3,7,40,5,2
101,5,8,0,10,2,01大同區,大同區鄭州路與西寧北路口鄭州路 西寧北路,0,2,1,C03,1,22,3,8,40,3,1
101,5,8,0,10,2,01大同區,大同區鄭州路與西寧北路口鄭州路 西寧北路,0,2,2,C03,1,18,2,8,40,3,1
101,5,8,0,10,2,01大同區,大同區鄭州路與西寧北路口鄭州路 西寧北路,0,2,3,H02,1,23,2,8,40,3,1
101,5,8,17,40,2,01大同區,大同區延平北路與保安街口延平北路 保安街,0,1,1,B03,1,44,3,8,50,14,22
101,5,8,17,40,2,01大同區,大同區延平北路與保安街口延平北路 保安街,0,1,2,F01,1,12,2,8,50,14,22
101,5,9,11,0,2,01大同區,大同區重慶北路3段重慶北路3段243巷48號,0,1,1,C03,1,45,2,8,50,13,22
101,5,9,11,0,2,01大同區,大同區重慶北路3段重慶北路3段243巷48號,0,1,2,B03,1,,4,8,50,13,22
101,5,17,17,30,2,01大同區,大同區承德路與錦西街口承德路 錦西街,0,1,1,C03,1,18,3,8,50,3,22
101,5,17,17,30,2,01大同區,大同區承德路與錦西街口承德路 錦西街,0,1,2,C03,2,37,2,8,50,3,22
101,5,20,7,59,2,01大同區,大同區大龍街54號,0,2,1,C04,1,,4,6,50,14,22
101,5,20,7,59,2,01大同區,大同區大龍街54號,0,2,2,C04,2,28,2,6,50,14,22
101,5,20,7,59,2,01大同區,大同區大龍街54號,0,2,3,H02,2,29,2,6,50,14,22
101,5,23,9,45,2,01大同區,大同區塔城街與鄭州路口鄭州路 塔城街,0,1,1,G06,1,,4,8,40,3,2
101,5,23,9,45,2,01大同區,大同區塔城街與鄭州路口鄭州路 塔城街,0,1,2,C03,1,27,2,8,40,3,2
101,5,24,9,10,2,01大同區,大同區太原路與鄭州路口鄭州路 太原路,0,1,1,B03,1,43,3,8,40,3,1
101,5,24,9,10,2,01大同區,大同區太原路與鄭州路口鄭州路 太原路,0,1,2,C03,1,20,2,8,40,3,1
101,5,21,10,0,2,01大同區,大同區長安西路192號,0,1,1,G06,1,,4,8,50,14,9
101,5,21,10,0,2,01大同區,大同區長安西路192號,0,1,2,C03,1,58,2,8,50,14,9
101,4,6,19,50,2,01大同區,大同區長安西路與重慶北路口重慶北路 長安西路,0,1,1,B03,1,,4,8,50,4,1
101,4,6,19,50,2,01大同區,大同區長安西路與重慶北路口重慶北路 長安西路,0,1,2,C03,1,30,2,8,50,4,1
101,4,9,10,50,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,1,1,C03,1,25,2,6,50,4,2
101,4,9,10,50,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,1,2,,3,,,6,50,4,2
101,4,9,19,55,2,01大同區,大同區民生西路與承德路口承德路 民生西路,0,1,1,B03,1,41,3,6,50,4,1
101,4,9,19,55,2,01大同區,大同區民生西路與承德路口承德路 民生西路,0,1,2,H01,2,64,2,6,50,4,1
101,4,17,12,40,2,01大同區,大同區承德路3段285號,0,1,1,H03,1,30,3,8,50,3,2
101,4,17,12,40,2,01大同區,大同區承德路3段285號,0,1,2,C03,1,27,2,8,50,3,2
101,4,22,21,55,2,01大同區,大同區延平北路與歸綏街口延平北路 歸綏街,0,2,1,C03,1,20,2,8,50,4,1
101,4,22,21,55,2,01大同區,大同區延平北路與歸綏街口延平北路 歸綏街,0,2,2,C03,1,49,2,8,50,4,1
101,5,1,23,43,2,01大同區,大同區台北車站北側,0,1,1,C03,1,,4,8,40,4,2
101,5,1,23,43,2,01大同區,大同區台北車站北側,0,1,2,C03,2,27,2,8,40,4,2
101,5,11,7,15,2,01大同區,大同區堤外便道堤外便道,0,2,1,C03,1,32,2,6,30,15,11
101,5,11,7,15,2,01大同區,大同區堤外便道堤外便道,0,2,2,C03,1,33,2,6,30,15,11
101,5,15,23,47,2,01大同區,大同區忠孝橋忠孝橋往三重機車道,0,1,1,,3,,,8,40,8,11
101,5,15,23,47,2,01大同區,大同區忠孝橋忠孝橋往三重機車道,0,1,2,C03,1,34,2,8,40,8,11
101,5,17,11,50,2,01大同區,大同區重慶北路與哈密街口重慶北路 哈密街,0,1,1,B03,1,59,3,6,50,4,1
101,5,17,11,50,2,01大同區,大同區重慶北路與哈密街口重慶北路 哈密街,0,1,2,C03,1,53,2,6,50,4,1
101,5,31,19,50,2,01大同區,大同區民生西路與延平北路口延平北路 民生西路,0,1,1,B01,1,57,3,7,50,4,2
101,5,31,19,50,2,01大同區,大同區民生西路與延平北路口延平北路 民生西路,0,1,2,C03,1,41,2,7,50,4,2
101,6,5,9,45,2,01大同區,大同區長安西路與環河北路口環河北路 長安西路,0,1,1,C03,2,39,2,8,50,3,2
101,6,5,9,45,2,01大同區,大同區長安西路與環河北路口環河北路 長安西路,0,1,2,,3,,,8,50,3,2
101,5,27,8,55,2,01大同區,大同區民族西路民族西路213號前第32號停車格,0,1,1,B03,1,50,3,8,50,14,9
101,5,27,8,55,2,01大同區,大同區民族西路民族西路213號前第32號停車格,0,1,2,C03,2,62,2,8,50,14,9
101,6,8,18,20,2,01大同區,大同區台北橋台北橋機車道,0,3,1,B03,2,50,3,8,40,8,11
101,6,8,18,20,2,01大同區,大同區台北橋台北橋機車道,0,3,2,C03,1,27,2,8,40,8,11
101,6,8,18,20,2,01大同區,大同區台北橋台北橋機車道,0,3,3,C03,1,18,2,8,40,8,11
101,6,8,18,20,2,01大同區,大同區台北橋台北橋機車道,0,3,4,H02,2,18,2,8,40,8,11
101,6,8,23,40,2,01大同區,大同區錦西街錦西街170之1號,0,1,1,B03,1,41,3,8,50,3,2
101,6,8,23,40,2,01大同區,大同區錦西街錦西街170之1號,0,1,2,F01,1,56,2,8,50,3,2
101,6,8,23,40,2,01大同區,大同區錦西街錦西街170之1號,0,1,3,F01,1,,4,8,50,3,2
101,4,17,14,0,2,01大同區,大同區環河北路2段41號,0,2,1,B01,1,,3,7,50,14,9
101,4,17,14,0,2,01大同區,大同區環河北路2段41號,0,2,2,C03,1,55,2,7,50,14,9
101,4,17,14,0,2,01大同區,大同區環河北路2段41號,0,2,3,H02,1,54,2,7,50,14,9
101,4,18,15,20,2,01大同區,大同區延平北路2段239號,0,1,1,B01,1,54,4,6,50,14,9
101,4,18,15,20,2,01大同區,大同區延平北路2段239號,0,1,2,C03,1,26,2,6,50,14,9
101,4,18,17,10,2,01大同區,大同區承德路3段承德路3段254巷口,0,1,1,B03,2,58,3,7,50,4,2
101,4,18,17,10,2,01大同區,大同區承德路3段承德路3段254巷口,0,1,2,H01,2,45,2,7,50,4,2
101,4,20,17,35,2,01大同區,大同區民族西路與承德路口承德路 民族西路,0,1,1,B12,1,39,3,6,50,4,1
101,4,20,17,35,2,01大同區,大同區民族西路與承德路口承德路 民族西路,0,1,2,H01,2,38,2,6,50,4,1
101,4,21,9,0,2,01大同區,大同區錦西街51號,0,1,1,B03,1,51,3,8,50,14,9
101,4,21,9,0,2,01大同區,大同區錦西街51號,0,1,2,C04,2,60,2,8,50,14,9
101,4,21,9,0,2,01大同區,大同區錦西街51號,0,1,3,H02,1,6,3,8,50,14,9
101,4,22,16,40,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,4,1,C03,1,33,2,7,40,14,9
101,4,22,16,40,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,4,2,C03,1,50,2,7,40,14,9
101,4,22,16,40,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,4,3,C03,1,23,2,7,40,14,9
101,4,22,16,40,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,4,4,H02,2,21,2,7,40,14,9
101,4,23,7,31,2,01大同區,大同區承德路3段152號,0,1,1,C03,1,,4,8,50,14,9
101,4,23,7,31,2,01大同區,大同區承德路3段152號,0,1,2,C03,1,41,2,8,50,14,9
101,4,23,7,31,2,01大同區,大同區承德路3段152號,0,1,3,A04,1,49,3,8,50,14,9
101,4,23,16,50,2,01大同區,大同區延平北路2段95號,0,1,1,C03,1,18,2,8,50,14,9
101,4,23,16,50,2,01大同區,大同區延平北路2段95號,0,1,2,B03,2,59,3,8,50,14,9
101,4,23,16,50,2,01大同區,大同區延平北路2段95號,0,1,3,B01,1,41,3,8,50,14,9
101,4,27,7,34,2,01大同區,大同區民族西路78號,0,1,1,G06,1,,4,7,50,14,9
101,4,27,7,34,2,01大同區,大同區民族西路78號,0,1,2,C03,2,44,2,7,50,14,9
101,4,27,7,34,2,01大同區,大同區民族西路78號,0,1,3,B03,1,49,3,7,50,14,9
101,4,27,9,35,2,01大同區,大同區迪化街2段159巷,0,2,1,C03,2,28,2,6,40,14,9
101,4,27,9,35,2,01大同區,大同區迪化街2段159巷,0,2,2,H01,2,58,2,6,40,14,9
101,4,27,17,20,2,01大同區,大同區民樂街與歸綏街口民樂街 歸綏街,0,2,1,C03,1,64,2,7,50,4,1
101,4,27,17,20,2,01大同區,大同區民樂街與歸綏街口民樂街 歸綏街,0,2,2,C03,1,25,2,7,50,4,1
101,5,1,17,10,2,01大同區,大同區西寧北路與鄭州路口鄭州路 西寧北路,0,2,1,C03,1,19,2,8,40,4,2
101,5,1,17,10,2,01大同區,大同區西寧北路與鄭州路口鄭州路 西寧北路,0,2,2,C03,1,27,2,8,40,4,2
101,5,2,6,30,2,01大同區,大同區承德路與敦煌路口承德路 敦煌路,0,1,1,B03,1,81,3,8,50,4,1
101,5,2,6,30,2,01大同區,大同區承德路與敦煌路口承德路 敦煌路,0,1,2,C03,2,21,2,8,50,4,1
101,5,2,9,15,2,01大同區,大同區市民大道與太原路口市民大道太原路,0,2,1,C03,1,30,2,8,40,14,9
101,5,2,9,15,2,01大同區,大同區市民大道與太原路口市民大道太原路,0,2,2,C03,2,33,2,8,40,14,9
101,4,21,9,12,2,01大同區,大同區民樂街41號,0,1,1,B03,1,,4,8,50,3,2
101,4,21,9,12,2,01大同區,大同區民樂街41號,0,1,2,H01,1,42,2,8,50,3,2
101,6,11,23,12,2,01大同區,大同區長安西路與承德路口承德路 長安西路,0,1,1,B01,1,47,3,6,50,14,9
101,6,11,23,12,2,01大同區,大同區長安西路與承德路口承德路 長安西路,0,1,2,C03,1,19,2,6,50,14,9
101,6,20,12,26,2,01大同區,大同區民權西路237號,0,2,1,C03,2,38,2,6,50,14,9
101,6,20,12,26,2,01大同區,大同區民權西路237號,0,2,2,C04,2,33,3,6,50,14,9
101,6,20,12,26,2,01大同區,大同區民權西路237號,0,2,3,H02,2,8,2,6,50,14,9
101,4,29,19,25,2,01大同區,大同區民生西路與承德路口承德路 民生西路,0,2,1,B03,1,37,3,6,50,4,1
101,4,29,19,25,2,01大同區,大同區民生西路與承德路口承德路 民生西路,0,2,2,C03,1,19,2,6,50,4,1
101,5,21,12,35,2,01大同區,大同區長安西路與塔城街口長安西路 塔城街,0,2,1,C03,1,21,2,8,50,4,1
101,5,21,12,35,2,01大同區,大同區長安西路與塔城街口長安西路 塔城街,0,2,2,C03,1,22,2,8,50,4,1
101,5,24,5,35,2,01大同區,大同區環河北路環河北路(三號水門堤外停車場),0,1,1,B03,1,30,3,8,40,3,1
101,5,24,5,35,2,01大同區,大同區環河北路環河北路(三號水門堤外停車場),0,1,2,C03,1,38,2,8,40,3,1
101,5,25,17,30,2,01大同區,大同區鄭州路鄭州路(台北地下街Y19出口),0,1,1,G06,1,,4,8,40,14,9
101,5,25,17,30,2,01大同區,大同區鄭州路鄭州路(台北地下街Y19出口),0,1,2,C03,1,47,2,8,40,14,9
101,5,25,17,30,2,01大同區,大同區鄭州路鄭州路(台北地下街Y19出口),0,1,4,C03,1,29,3,8,40,14,9
101,5,25,17,30,2,01大同區,大同區鄭州路鄭州路(台北地下街Y19出口),0,1,5,B03,1,47,3,8,40,14,9
101,5,25,17,30,2,01大同區,大同區鄭州路鄭州路(台北地下街Y19出口),0,1,3,B03,1,61,3,8,40,14,9
101,5,25,17,30,2,01大同區,大同區鄭州路鄭州路(台北地下街Y19出口),0,1,6,B01,1,54,3,8,40,14,9
101,2,27,22,5,2,01大同區,大同區長安西路與南京西路口長安西路 南京西路64巷,0,2,1,B03,1,42,3,6,50,3,1
101,2,27,22,5,2,01大同區,大同區長安西路與南京西路口長安西路 南京西路64巷,0,2,2,C03,2,25,2,6,50,3,1
101,2,27,22,5,2,01大同區,大同區長安西路與南京西路口長安西路 南京西路64巷,0,2,3,H02,2,26,2,6,50,3,1
101,6,3,22,35,2,01大同區,大同區南京西路南京西路25巷1號,0,2,1,H01,1,22,2,7,40,14,9
101,6,3,22,35,2,01大同區,大同區南京西路南京西路25巷1號,0,2,2,C03,2,28,2,7,40,14,9
101,6,5,20,15,2,01大同區,大同區昌吉街與迪化街2段口,0,2,1,C03,2,52,2,7,50,4,1
101,6,5,20,15,2,01大同區,大同區昌吉街與迪化街2段口,0,2,2,C03,1,27,2,7,50,4,1
101,6,12,6,30,2,01大同區,大同區長安西路與承德路口承德路 長安西路,0,1,1,B01,1,55,2,6,50,4,1
101,6,12,6,30,2,01大同區,大同區長安西路與承德路口承德路 長安西路,0,1,2,A04,1,57,3,6,50,4,1
101,5,23,16,29,2,01大同區,大同區敦煌路敦煌路21巷口,0,1,1,B03,1,28,4,8,50,4,2
101,5,23,16,29,2,01大同區,大同區敦煌路敦煌路21巷口,0,1,2,C03,2,21,2,8,50,4,2
101,6,15,17,0,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,1,1,B03,1,,4,6,40,4,1
101,6,15,17,0,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,1,2,H01,1,40,2,6,40,4,1
101,7,6,9,0,2,01大同區,大同區承德路2段140號,0,1,1,B03,1,48,4,8,50,14,9
101,7,6,9,0,2,01大同區,大同區承德路2段140號,0,1,2,C03,1,21,2,8,50,14,9
101,7,6,9,0,2,01大同區,大同區承德路2段140號,0,1,3,A04,1,41,3,8,50,14,9
101,7,9,5,45,2,01大同區,大同區民生西路與延平北路口延平北路 民生西路,0,1,1,B01,1,32,3,8,50,4,1
101,7,9,5,45,2,01大同區,大同區民生西路與延平北路口延平北路 民生西路,0,1,2,C03,1,41,2,8,50,4,1
101,7,9,18,50,2,01大同區,大同區西寧北路與鄭州路口鄭州路 西寧北路,0,3,1,C03,1,19,2,8,50,4,1
101,7,9,18,50,2,01大同區,大同區西寧北路與鄭州路口鄭州路 西寧北路,0,3,2,C03,2,20,2,8,50,4,1
101,7,9,18,50,2,01大同區,大同區西寧北路與鄭州路口鄭州路 西寧北路,0,3,3,H02,2,16,2,8,50,4,1
101,7,20,18,0,2,01大同區,大同區臺北橋機車道,0,3,1,C03,2,25,2,8,50,14,11
101,7,20,18,0,2,01大同區,大同區臺北橋機車道,0,3,2,H01,2,55,2,8,50,14,11
101,7,20,18,0,2,01大同區,大同區臺北橋機車道,0,3,3,H02,1,29,2,8,50,14,11
101,5,2,22,0,2,01大同區,大同區台北橋與環河北路口台北橋機車道環河北路匝道,0,1,1,C03,1,59,2,8,40,14,11
101,5,5,13,58,2,01大同區,大同區延平北路與鄭州路口延平北路 鄭州路,0,1,1,C03,1,25,3,8,30,4,2
101,5,5,13,58,2,01大同區,大同區延平北路與鄭州路口延平北路 鄭州路,0,1,2,B01,1,33,2,8,30,4,2
101,5,5,11,18,2,01大同區,大同區承德路3段承德路3段93號前,0,1,1,B03,1,55,3,8,50,14,9
101,5,5,11,18,2,01大同區,大同區承德路3段承德路3段93號前,0,1,2,H01,1,68,2,8,50,14,9
101,5,4,6,55,2,01大同區,大同區延平北路與鄭州路口延平北路 鄭州路,0,1,1,C03,2,23,2,6,40,14,9
101,5,4,6,55,2,01大同區,大同區延平北路與鄭州路口延平北路 鄭州路,0,1,2,B03,1,42,3,6,40,14,9
101,5,4,8,45,2,01大同區,大同區市民大道,0,2,1,C03,1,24,2,6,40,14,9
101,5,4,8,45,2,01大同區,大同區市民大道,0,2,2,C03,1,54,2,6,40,14,9
101,5,4,8,45,2,01大同區,大同區市民大道,0,2,3,A04,1,45,3,6,40,14,9
101,5,4,15,35,2,01大同區,大同區承德路與酒泉街口承德路 酒泉街,0,1,1,B03,1,34,3,7,50,4,1
101,5,4,15,35,2,01大同區,大同區承德路與酒泉街口承德路 酒泉街,0,1,2,C03,2,18,2,7,50,4,1
101,5,6,7,10,2,01大同區,大同區重慶北路與酒泉街口重慶北路 酒泉街,0,1,1,B01,1,63,3,8,50,4,2
101,5,6,7,10,2,01大同區,大同區重慶北路與酒泉街口重慶北路 酒泉街,0,1,2,H01,1,20,2,8,50,4,2
101,5,6,6,50,2,01大同區,大同區環河北路與堤外便道口環河北路堤外便道 機車專用道,0,2,1,C03,1,18,2,8,30,14,11
101,5,6,6,50,2,01大同區,大同區環河北路與堤外便道口環河北路堤外便道 機車專用道,0,2,2,,3,,,8,30,14,11
101,5,6,6,50,2,01大同區,大同區環河北路與堤外便道口環河北路堤外便道 機車專用道,0,2,3,H02,1,18,2,8,30,14,11
101,5,7,6,40,2,01大同區,大同區民權西路與蘭州街口民權西路 蘭州街,0,2,1,C03,1,28,2,8,50,4,1
101,5,7,6,40,2,01大同區,大同區民權西路與蘭州街口民權西路 蘭州街,0,2,2,C03,1,28,2,8,50,4,1
101,5,7,8,10,2,01大同區,大同區民生西路民生西路178巷口,0,1,1,C03,1,30,2,8,50,3,2
101,5,7,8,10,2,01大同區,大同區民生西路民生西路178巷口,0,1,2,C03,1,57,3,8,50,3,2
101,5,10,9,15,2,01大同區,大同區貴德街與環河北路口環河北路 貴德街44巷口,0,1,1,B03,1,65,3,7,50,3,2
101,5,10,9,15,2,01大同區,大同區貴德街與環河北路口環河北路 貴德街44巷口,0,1,2,C03,1,22,2,7,50,3,2
101,5,10,15,0,2,01大同區,大同區承德路3段12號,0,1,1,B03,1,43,3,7,50,14,9
101,5,10,15,0,2,01大同區,大同區承德路3段12號,0,1,2,C03,2,53,2,7,50,14,9
101,5,12,17,5,2,01大同區,大同區大龍街與昌吉街口大龍街85巷 昌吉街33巷,0,2,1,C04,2,38,2,7,40,4,1
101,5,12,17,5,2,01大同區,大同區大龍街與昌吉街口大龍街85巷 昌吉街33巷,0,2,2,C03,1,48,2,7,40,4,1
101,5,14,17,0,2,01大同區,大同區承德路3段與庫倫街口庫倫街61巷 承德路3段283巷,0,1,1,B03,1,59,3,8,40,3,1
101,5,14,17,0,2,01大同區,大同區承德路3段與庫倫街口庫倫街61巷 承德路3段283巷,0,1,2,C03,1,19,2,8,40,3,1
101,5,16,6,50,2,01大同區,大同區承德路與萬全街口承德路 萬全街,0,1,1,C03,1,27,2,7,50,4,4
101,5,16,6,50,2,01大同區,大同區承德路與萬全街口承德路 萬全街,0,1,2,,3,,,7,50,4,4
101,5,25,18,0,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,1,1,C03,1,20,2,8,40,14,9
101,6,13,11,50,2,01大同區,大同區民生西路民生西路198之20號,0,1,2,C03,1,,4,8,50,14,9
101,6,13,11,50,2,01大同區,大同區民生西路民生西路198之20號,0,1,3,C03,1,58,2,8,50,14,9
101,6,13,19,55,2,01大同區,大同區民權西路120號,0,2,1,C03,1,55,4,8,50,3,9
101,6,13,19,55,2,01大同區,大同區民權西路120號,0,2,2,C03,1,47,2,8,50,3,9
101,6,13,19,55,2,01大同區,大同區民權西路120號,0,2,3,C03,2,35,2,8,50,3,9
101,6,13,19,55,2,01大同區,大同區民權西路120號,0,2,4,B03,1,36,3,8,50,3,9
101,6,29,15,40,2,01大同區,大同區民生西路與民樂街口民生西路 民樂街,0,1,1,C03,1,67,3,8,50,4,2
101,6,29,15,40,2,01大同區,大同區民生西路與民樂街口民生西路 民樂街,0,1,2,C03,1,32,2,8,50,4,2
101,5,15,8,40,2,01大同區,大同區台北橋台北橋機車道,0,2,1,C03,1,20,2,8,50,8,11
101,5,15,8,40,2,01大同區,大同區台北橋台北橋機車道,0,2,2,C03,1,23,2,8,50,8,11
101,5,15,8,40,2,01大同區,大同區台北橋台北橋機車道,0,2,3,C03,1,32,3,8,50,8,11
101,5,18,22,25,2,01大同區,大同區迪化街1段14巷,0,1,1,B01,1,43,3,7,40,3,1
101,5,18,22,25,2,01大同區,大同區迪化街1段14巷,0,1,2,C04,2,39,2,7,40,3,1
101,5,18,22,25,2,01大同區,大同區迪化街1段14巷,0,1,3,B03,1,42,3,7,40,3,1
101,5,18,22,25,2,01大同區,大同區迪化街1段14巷,0,1,4,H02,2,24,3,7,40,3,1
101,5,24,8,50,2,01大同區,大同區昌吉街與重慶北路口重慶北路 昌吉街,0,2,1,C04,2,18,2,8,50,4,1
101,5,24,8,50,2,01大同區,大同區昌吉街與重慶北路口重慶北路 昌吉街,0,2,2,C03,1,23,2,8,50,4,1
101,5,25,9,0,2,01大同區,大同區重慶北路2段重慶北路2段195-1號,0,1,1,B03,1,63,3,8,50,14,9
101,5,25,9,0,2,01大同區,大同區重慶北路2段重慶北路2段195-1號,0,1,2,C03,1,76,2,8,50,14,9
101,5,29,22,40,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,1,1,B01,1,61,3,7,40,4,1
101,5,29,22,40,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,1,2,C03,1,23,2,7,40,4,1
101,5,30,18,10,2,01大同區,大同區安西街與涼州街口安西街 涼州街,0,1,1,C03,1,60,2,7,30,4,1
101,5,30,18,10,2,01大同區,大同區安西街與涼州街口安西街 涼州街,0,1,2,B03,2,59,3,7,30,4,1
101,6,8,6,55,2,01大同區,大同區民權西路民權西路237號旁工地前,0,1,1,C03,1,43,4,8,50,14,9
101,6,8,6,55,2,01大同區,大同區民權西路民權西路237號旁工地前,0,1,2,H01,1,36,2,8,50,14,9
101,6,11,22,20,2,01大同區,大同區民權西路與承德路口承德路 民權西路,0,1,1,B01,1,47,3,6,50,4,2
101,6,11,22,20,2,01大同區,大同區民權西路與承德路口承德路 民權西路,0,1,2,C03,1,20,2,6,50,4,2
101,6,17,16,20,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,2,1,C03,1,20,2,8,40,4,2
101,6,17,16,20,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,2,2,C03,2,23,3,8,40,4,2
101,6,17,16,20,2,01大同區,大同區市民大道與承德路口承德路 市民大道,0,2,3,H02,2,18,2,8,40,4,2
101,7,3,8,20,2,01大同區,大同區長安西路與重慶北路口重慶北路 長安西路,0,1,1,B01,1,56,3,8,50,4,1
101,7,3,8,20,2,01大同區,大同區長安西路與重慶北路口重慶北路 長安西路,0,1,2,C03,1,31,2,8,50,4,1
101,7,9,10,18,2,01大同區,大同區民權西路與承德路口承德路 民權西路,0,2,1,H01,1,54,2,8,50,4,9
101,7,9,10,18,2,01大同區,大同區民權西路與承德路口承德路 民權西路,0,2,2,C03,1,39,2,8,50,4,9
101,7,9,12,20,2,01大同區,大同區延平北路與酒泉街口延平北路 酒泉街,0,1,1,G04,1,,4,8,50,4,1
101,7,9,12,20,2,01大同區,大同區延平北路與酒泉街口延平北路 酒泉街,0,1,2,C03,1,18,2,8,50,4,1
101,7,17,23,5,2,01大同區,大同區民權西路與延平北路口延平北路 民權西路,0,1,1,B03,2,30,3,7,50,8,11
101,7,17,23,5,2,01大同區,大同區民權西路與延平北路口延平北路 民權西路,0,1,2,C03,2,23,2,7,50,8,11
101,7,28,8,55,2,01大同區,大同區民生西路與承德路口民生西路 承德路,0,1,1,B03,1,34,3,8,50,4,1
101,7,28,8,55,2,01大同區,大同區民生西路與承德路口民生西路 承德路,0,1,2,C03,2,20,2,8,50,4,1
101,7,30,22,20,2,01大同區,大同區重慶北路2段26號,0,1,1,B03,1,45,3,6,50,14,9
101,7,30,22,20,2,01大同區,大同區重慶北路2段26號,0,1,2,C03,1,18,3,6,50,14,9
101,7,30,22,20,2,01大同區,大同區重慶北路2段26號,0,1,3,H02,2,20,2,6,50,14,9
101,7,31,0,25,2,01大同區,大同區太原路與民生西路口民生西路 太原路,0,1,1,B03,2,50,4,6,50,14,9
101,7,31,0,25,2,01大同區,大同區太原路與民生西路口民生西路 太原路,0,1,2,C03,1,23,2,6,50,14,9
101,8,1,15,15,2,01大同區,大同區太原路8巷,0,1,1,B12,1,35,3,6,50,4,1
101,8,1,15,15,2,01大同區,大同區太原路8巷,0,1,2,C03,1,21,2,6,50,4,1
101,5,29,21,10,2,01大同區,大同區市民大道市民大道京站前,0,1,1,G06,1,,4,8,0,14,9
101,5,29,21,10,2,01大同區,大同區市民大道市民大道京站前,0,1,2,C03,1,30,2,8,0,14,9
101,5,29,21,10,2,01大同區,大同區市民大道市民大道京站前,0,1,3,B03,1,27,3,8,0,14,9
101,6,1,10,40,2,01大同區,大同區民族西路與承德路3段口,0,1,1,B12,1,,4,8,0,4,2
101,6,1,10,40,2,01大同區,大同區民族西路與承德路3段口,0,1,2,C04,2,21,2,8,0,4,2
101,3,3,23,5,2,01大同區,大同區延平北路與南京西路口延平北路 南京西路口前,0,1,1,B01,1,48,3,7,0,14,9
101,3,3,23,5,2,01大同區,大同區延平北路與南京西路口延平北路 南京西路口前,0,1,2,C03,1,45,2,7,0,14,9
101,6,22,19,25,2,01大同區,大同區重慶北路3段137號,0,1,1,C03,2,28,3,7,0,3,1
101,6,22,19,25,2,01大同區,大同區重慶北路3段137號,0,1,2,F01,2,56,2,7,0,3,1
101,6,30,9,30,2,01大同區,大同區環河北路1段295號,0,1,1,B03,1,58,3,8,0,14,9
101,6,30,9,30,2,01大同區,大同區環河北路1段295號,0,1,2,C03,1,46,2,8,0,14,9
101,7,2,19,50,2,01大同區,大同區延平北路3段117號,0,1,1,B03,1,58,3,8,0,14,9
101,7,2,19,50,2,01大同區,大同區延平北路3段117號,0,1,2,C04,2,52,2,8,0,14,9
101,5,23,3,20,2,01大同區,大同區延平北路延平北路 鄭卅路,0,1,1,B03,1,,4,7,40,4,1
101,5,23,3,20,2,01大同區,大同區延平北路延平北路 鄭卅路,0,1,2,C03,1,29,2,7,40,4,1
